,album,artist,duration_ms,energy,genredanceability,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,track_id,track_name,valence
1871,The Pale Emperor,Marilyn Manson,266702,0.938,,0.000709,0,0.149,-3.072,1,50.0,0.0487,110.014,4,5A5ixwUtbW01F4vFDYKRjS,Third Day Of A Seven Day Binge,0.65
1872,RAMMSTEIN,Rammstein,277397,0.894,,0.00381,0,0.124,-5.145,0,67.0,0.0409,132.03,4,5vZ4IeUenK2cHub2d7yfWk,RADIO,0.76
1873,The Serenity of Suffering (Deluxe),Korn,213000,0.946,,2.56e-05,2,0.359,-4.793,1,49.0,0.0602,106.275,4,5jQnPdDMHOd8MdCM2avhQm,Rotting In Vain,0.31
1874,Diamond Eyes,Deftones,188267,0.845,,0.000212,8,0.0758,-4.876,1,49.0,0.0551,153.484,3,6nmDEbjMZru5j55HIkX2yZ,Diamond Eyes,0.468
1875,Is There Anybody out There?,Machine Head,272666,0.953,,0.0,7,0.338,-3.883,1,0.0,0.226,177.94,4,25xREK7GqfuUWvqEumOVK3,Is There Anybody out There?,0.291
1876,The Holographic Principle,Epica,398640,0.981,,0.0339,11,0.37,-3.962,0,0.0,0.096,171.891,4,2rE7YQQX0ZVhFIOilJID0G,Universal Death Squad,0.317
1877,The Electric Warlock Acid Witch Satanic Orgy Celebration Dispenser,Rob Zombie,163067,0.907,,0.00816,2,0.266,-4.478,1,53.0,0.0727,116.016,4,3KAS4vmuvRGP2BUQcxmu5i,"Well, Everybody's Fucking In A U.F.O.",0.573
1878,The Pale Emperor,Marilyn Manson,302904,0.942,,4.32e-06,9,0.218,-4.058,0,49.0,0.109,133.034,4,3XCgVhWfwWYo1vxKYaeFOe,Deep Six,0.301
1879,Imaginaerum (Deluxe Bonus Version),Nightwish,322280,0.971,,0.00375,5,0.326,-3.466,0,0.0,0.075,156.174,4,2ERRZsSlier2okSRmdzG29,Storytime,0.483
1880,The Unforgiving,Within Temptation,263361,0.932,,0.000179,6,0.138,-2.894,0,55.0,0.0413,120.006,4,28HX0PibeXSL6cfAsvwSgD,Faster,0.479
1881,Koi No Yokan,Deftones,164987,0.964,,0.00811,10,0.67,-2.963,1,55.0,0.0656,111.972,4,2OUR8g12h5qsGDs1v5lqvp,Swerve City,0.372
1882,Outlaw Gentlemen & Shady Ladies (Deluxe Version),Volbeat,267680,0.875,,3.28e-05,2,0.0715,-4.819,1,60.0,0.0336,151.986,4,3ear11tYbMEmNDm2lxZTqL,Lola Montez,0.677
1883,The Phantom Agony (Expanded Edition),Epica,289307,0.982,,0.0144,9,0.203,-4.119,0,50.0,0.051,131.969,4,3hqCFeuaSOPov7JdWaTjST,Sensorium,0.477
1884,Metal Resistance,BABYMETAL,263773,0.984,,0.15,7,0.368,-2.911,1,50.0,0.281,179.979,4,4H3FpMCBuyUfYjyxeaCeC3,Karate,0.23
1885,The Triumph of King Freak (A Crypt of Preservation and Superstition),Rob Zombie,247040,0.919,,0.178,2,0.0833,-5.467,1,62.0,0.0568,99.972,4,5mf3p8pyhLHoS4EWeD354I,The Triumph of King Freak (A Crypt of Preservation and Superstition),0.383
1886,PUMPED UP KICKS,3TEETH,271667,0.92,,0.114,10,0.343,-5.673,0,49.0,0.0432,91.04,4,3ncucOcYMOd7VQ1jyAA6BU,PUMPED UP KICKS,0.266
1887,ANTI-ICON,Ghostemane,147182,0.692,,0.873,7,0.334,-5.542,0,63.0,0.0564,95.015,4,5guQjkjzpIMpX81VAZTHNy,Hydrochloride,0.282
1888,DEUTSCHLAND,Rammstein,322340,0.895,,0.349,7,0.0985,-5.242,1,68.0,0.0442,120.117,4,1T8IRUJBga0JXioJZvxjBR,DEUTSCHLAND,0.237
1889,Royal Leash,Processor,223729,0.833,,0.805,1,0.646,-3.736,1,46.0,0.0402,118.023,4,7fBy8RKySzM04XrtYm2SJc,Royal Leash,0.16
1890,Bits and Razors,Rabbit Junk,243447,0.882,,0.074,7,0.32,-5.492,1,47.0,0.0331,95.01,4,1u9wZPcZ72MtBdmsmh0FdT,Bits and Razors,0.277
1891,Quartz,Blue Stahli,162824,0.812,,0.717,2,0.425,-7.339,1,48.0,0.0324,121.982,4,5kfpeoBEHHmIeVYATl6khw,Crimewave,0.0556
1892,FOLLOW,Contracult Collective,203993,0.977,,0.47,6,0.0916,-4.788,1,38.0,0.119,129.981,4,1nqqyTJOBRPO5fRuOXoxKW,Follow,0.286
1893,"Project Regeneration, Vol. 1",Static-X,215280,0.947,,0.327,10,0.375,-7.267,0,51.0,0.0951,126.989,4,1NGBpjIrZIe0RagRFmyXfg,Bring You Down (Project Regeneration),0.204
1894,Alert Level (Quarantined Mix),Ministry,366427,0.949,,0.177,9,0.101,-6.244,1,44.0,0.0546,119.991,4,5qR6Na1PE0Q2s0i2nkvmER,Alert Level (Quarantined Mix),0.169
1895,Blood of the Titans,Dawn Of Ashes,230500,0.692,,0.0112,0,0.128,-8.247,0,39.0,0.0611,95.029,4,0VB4kn8Xjtq5Osxqm57Upt,Blood of the Titans,0.264
1896,ANTI-ICON,Ghostemane,193952,0.709,,0.869,1,0.0716,-7.86,1,59.0,0.0598,120.633,3,0VrXpPSNlwKep3otvmw9iX,Anti-Social Masochistic Rage [ASMR],0.267
1897,Feed Our Lie,Lock The Basement,246844,0.92,,0.535,1,0.412,-5.263,1,41.0,0.0662,74.979,4,1UxhZwFgV4t8OSBWORCBMG,Feed Our Lie,0.194
1898,Void,Irving Force,175822,0.795,,0.0271,0,0.803,-7.873,1,36.0,0.0791,77.457,4,3ZJksw8qj1f0beS3RHm8I3,Void (Single Edit),0.366
1899,Ikarus,Ost+Front,211294,0.954,,0.00745,5,0.421,-4.276,0,40.0,0.033,149.997,4,2jZ2QlX1rGgdMSnjSbM2SC,Ikarus,0.616
1900,Chaos / A Hard No,Louisahhh,228332,0.685,,0.0778,2,0.283,-5.277,1,34.0,0.0403,124.001,4,4nb2nUKvsp28TKE9NSjsrW,Chaos,0.24
1901,New Blood (Zardonic Remix),Mechanical Vein,269000,0.98,,0.00129,11,0.108,-1.752,0,44.0,0.0885,175.002,4,5jFoxzpYeDOzLpjsNbrn9m,New Blood - Zardonic Remix,0.193
1902,The Hunger,The Hunger,272440,0.988,,0.0078,11,0.0977,-4.658,0,21.0,0.0697,125.986,4,59xf0j7TD8NOsY4gmS2UcZ,Therapy,0.173
1903,Switch Me On,DK-Zero,203248,0.925,,0.00259,8,0.312,-3.373,1,37.0,0.0593,137.1,4,0zMXMRSvsp1rUR6b2OQzM8,Switch Me On,0.831
1904,Onenemy (Fury Weekend Remix),Circle of Dust,272239,0.923,,0.000172,0,0.447,-4.205,1,40.0,0.189,134.051,4,4fFGvYEG72Y3Imc1vKb8Yf,Onenemy - Fury Weekend Remix,0.571
1905,F & M (Deluxe),Lindemann,235413,0.916,,0.0382,11,0.0401,-6.737,0,54.0,0.0401,119.997,4,4kF5GADt85FeD8Y26RRyLY,Platz Eins,0.411
1906,Black Lipstick,Powerman 5000,203636,0.871,,0.000188,10,0.0999,-5.37,0,42.0,0.0507,132.038,4,0jXfVK691dITawcnze17h2,Black Lipstick,0.688
1907,Digital Gods,Oddko,206347,0.95,,0.483,9,0.237,-6.367,0,38.0,0.0652,105.008,4,6S4Q0HDqHDsdcmfFNvyc8y,D4TM,0.249
1908,God's Creatures (Jimmy Urine Remix),PORN,284000,0.816,,0.1,2,0.0828,-9.446,1,36.0,0.0375,140.032,4,0oMC1XzzCa9IGFXMiUp9WW,God's Creatures - Jimmy Urine Remix,0.246
1909,Life,Dope,186067,0.96,,0.000997,5,0.109,-3.524,0,68.0,0.07,126.02,4,5bU4KX47KqtDKKaLM4QCzh,Die MF Die,0.567
1910,Extinction,Erik Ekholm,243857,0.776,,0.816,7,0.0989,-9.259,1,37.0,0.0348,140.021,4,6lMYWulkz9tC1OR9xHiE9Q,Extinction,0.193
1911,Fiction,Not My God,236375,0.378,,0.886,2,0.315,-12.876,1,37.0,0.0408,98.423,4,0Y9Vvicrw9zj40jtEK4tRL,Fiction,0.0732
1912,Cut the Knot,HORSKH,185187,0.939,,0.0146,1,0.638,-4.56,1,21.0,0.086,134.987,4,3Zp8royiKaLLhyLy68msyS,Cut the Knot,0.307
1913,Global Warning,Turmion Kätilöt,251200,0.977,,0.000156,7,0.0956,-6.063,1,50.0,0.0717,154.918,4,3bPM4JJvL7VwcnMh9Yl2Oz,Naitu,0.421
1914,A Lovely Day (Combichrist Remix),PORN,376800,0.592,,0.0224,8,0.0907,-9.145,1,37.0,0.0295,100.015,4,11uHy5357PCMtPosATQtJr,A Lovely Day - Combichrist Remix,0.0549
1915,Come Back to Life,Lock The Basement,208917,0.869,,0.665,2,0.343,-6.486,1,38.0,0.0503,189.841,4,4D1ucjSLckZ74e0rUfdFMg,Come Back to Life,0.233
1916,TILL THE END,NA CHUI,314000,0.768,,0.287,5,0.164,-8.479,0,42.0,0.0439,120.007,4,7brFX4c6J3FbsHuIEw2uHi,TILL THE END,0.039
1917,Vision 2020 Vision,Die Krupps,263889,0.913,,0.0918,1,0.144,-3.83,1,35.0,0.041,100.019,4,13VbFEZvg3etUT8vz4YIhI,Vision 2020 Vision,0.613
1918,Yggdrasil,Erdling,194453,0.926,,0.857,1,0.126,-6.579,0,40.0,0.0349,129.027,4,3l59WwONGVW1OIEVqxr5Li,Blizzard,0.173
1919,Hollow (Project Regeneration),Static-X,161893,0.986,,0.202,10,0.342,-6.466,0,40.0,0.0686,155.644,4,0qGbzBx02qt7MwtAgNjRDj,Hollow (Project Regeneration),0.535
1920,WDYT,Contracult Collective,220408,0.922,,0.236,6,0.0316,-5.569,1,1.0,0.112,196.033,4,3Ka3b6jgY9XH6SrcUzOCjn,WDYT,0.304
1921,Shut Down Your Soul,Julien-K,197001,0.987,,0.0701,6,0.668,-4.092,1,33.0,0.0916,178.944,4,1E1UzXUJfTFSTZfYpJohIv,Shut Down Your Soul,0.11
1922,Brand New Numb/Disguise,Motionless In White,222461,0.886,,0.0,0,0.494,-3.63,1,0.0,0.0902,130.066,4,4KTgD62vgozCfk2Inbo9fm,Brand New Numb,0.619
1923,Ich weiß es nicht,Lindemann,289452,0.914,,0.00659,1,0.0989,-6.221,0,43.0,0.0492,145.025,4,3U3DKA3ou2kJdurTeXDVTz,Ich weiß es nicht,0.424
1924,Chapter II,SKYND,291503,0.817,,0.00165,6,0.111,-5.728,1,49.0,0.0406,119.958,4,6zK40BRKipYTivAePTIxmd,Tyler Hadley,0.423
1925,Into the Void,Celldweller,316701,0.94,,0.0051,6,0.148,-5.161,1,47.0,0.106,194.03,4,3rz3sJDO0t0sTqaN2cAood,Into the Void,0.52
1926,Hellbilly Deluxe,Rob Zombie,222827,0.963,,0.000107,0,0.0781,-6.489,0,73.0,0.0531,125.03,4,6Nm8h73ycDG2saCnZV8poF,Dragula,0.609
1927,Narcs,Alex Yarmak,258873,0.925,,0.876,2,0.335,-4.107,1,34.0,0.0837,126.98,4,6DRhWAXh1pRkbaBJ4WbXLh,Narcs,0.186
1928,Universe,Edge Of Paradise,243027,0.796,,0.76,7,0.175,-7.495,0,40.0,0.0358,125.121,4,4J2aPhC2ODvSURePYP5DqE,Universe,0.228
1929,One Fire,Combichrist,240517,0.714,,5.3e-05,11,0.353,-5.691,0,37.0,0.0383,84.959,4,2FcrIQ9A3i6KO2ntF5Yfsu,One Fire,0.0517
1930,RAMMSTEIN,Rammstein,231603,0.912,,0.00136,0,0.359,-4.159,1,70.0,0.0912,125.031,4,7j43FohbLVulScL7S9sQZk,AUSLÄNDER,0.479
1931,Prototype 6:17,The Silverblack,208470,0.985,,2.08e-05,10,0.433,-2.051,0,38.0,0.0848,95.003,4,7k2SHJ8HKjjW3sZcDj2eAz,Prototype,0.425
1932,Justice,Processor,187423,0.852,,0.893,2,0.513,-5.675,1,36.0,0.0393,96.989,4,22YDeLoN7Oe4t6OKKOLRz2,Justice Way,0.163
1933,Incubus,Munro,334969,0.996,,0.669,10,0.257,-4.54,0,39.0,0.153,160.008,4,5C5RpCYrAcY5bXXWnlR8mS,Incubus,0.126
1934,Lakes of Flame,Blue Stahli,218203,0.929,,0.00492,1,0.365,-6.135,0,50.0,0.05,104.004,4,0PAR95bj6egxPtdzMkgFEU,Lakes of Flame,0.45
1935,Understand,Combichrist,334921,0.88,,0.00127,4,0.09,-6.156,0,35.0,0.0374,130.029,4,64hRpVVHwn3EXx20zjtXlH,Understand,0.034
1936,The Golden Age Of Grotesque,Marilyn Manson,205720,0.954,,0.000137,9,0.245,-4.008,1,53.0,0.0806,130.086,4,1YVuJrfHHmD4ilULhAVqPW,mOBSCENE,0.488
1937,PRESIDENT X,3TEETH,220587,0.959,,0.222,1,0.12,-5.436,1,35.0,0.109,101.054,4,3YlXqeGh10AADlm9tt7bbK,PRESIDENT X,0.159
1938,Wisconsin Death Trip,Static-X,204627,0.982,,0.00038,7,0.219,-5.208,1,54.0,0.0898,138.064,4,6uOzYMGucTA0MAFwS2FNB2,I'm With Stupid,0.491
1939,Legendary,Skillet,244538,0.924,,1.42e-05,11,0.162,-4.48,0,0.0,0.0689,124.031,4,2gYCaUsqrnBOt7DymQCY6d,Legendary,0.242
1940,RADIO,Rammstein,277397,0.894,,0.00381,0,0.124,-5.145,0,62.0,0.0409,132.03,4,1D3oQLA2xghgE1agGmDlPT,RADIO,0.76
1941,Darkcell,Darkcell,281838,0.975,,1.51e-05,0,0.929,-4.016,1,33.0,0.11,105.005,4,0JO8ZD69eDoSl2NaOZgZTc,Burn the Witches,0.131
1942,KE*A*H** (Psalm 69),Ministry,310293,0.982,,0.462,0,0.371,-4.495,1,52.0,0.0592,132.984,4,0Vcpo9El50PNNbZXfKbNti,Just One Fix,0.145
1943,Gravity Kills,Gravity Kills,242027,0.905,,0.856,9,0.279,-9.456,0,46.0,0.0414,129.084,4,4YhqUU66bIqBapat2XD1Cg,Guilty,0.579
1944,Penance,Uniform,234742,0.734,,0.849,2,0.0939,-10.535,1,33.0,0.0302,115.998,4,5h9qNlgw6jkdpfZSDH1hMh,Penance,0.0354
1945,Medicate Me,Davey Suicide,229513,0.948,,0.0,10,0.581,-3.825,1,33.0,0.103,107.611,4,52ifDA7LHZwLFWnMDkibQv,Medicate Me,0.314
1946,One Fire,Combichrist,255194,0.906,,0.0,5,0.28,-3.848,0,43.0,0.0449,125.944,4,5iwwHtW8mghDtFh42V4ZyR,Hate Like Me,0.625
1947,Emigrate,Emigrate,257493,0.975,,0.17,8,0.405,-5.619,1,48.0,0.0803,84.037,4,3GwzYHGrRn7wMfRtvbjg2U,My World,0.125
1948,RAMMSTEIN,Rammstein,255845,0.942,,0.0246,0,0.0585,-4.283,0,63.0,0.0417,165.066,4,3d3k8g4GTVx9EFIFlOZOEX,ZEIG DICH,0.365
1949,Anyone For Doomsday?,Powerman 5000,194173,0.977,,0.0,8,0.241,-1.547,0,53.0,0.113,147.814,4,2yY4ojg6wfEFBGVZoJuXqK,Bombshell,0.541
1950,Anima Inferna,Gothminister,217827,0.91,,0.0931,9,0.183,-5.84,0,40.0,0.0385,110.007,4,5SSgOEhCl3C20ioDkt96fr,Liar,0.242
1951,A Matter of Time,Celldweller,362483,0.97,,0.00249,1,0.11,-4.266,0,41.0,0.058,145.062,4,2evoS3lDuKhiTACNU8T3ny,A Matter of Time,0.483
1952,Jim Jones,SKYND,394286,0.791,,0.671,5,0.319,-6.11,0,44.0,0.0449,112.055,4,1vZ4lU7xoh6O9qu8o6gCK6,Jim Jones,0.181
1953,The Downward Spiral,Nine Inch Nails,178427,0.84,,0.142,2,0.077,-6.817,1,0.0,0.0464,134.466,1,2Ad7XA54Jw0YyBF5rjiFyl,March Of The Pigs,0.0589
1954,Never Is Now,Skold,296471,0.929,,3.51e-05,9,0.164,-3.635,1,38.0,0.442,170.313,4,0cSd01K5jeFTDLSrD95dEb,Small World,0.294
1955,Short Bus,Filter,314440,0.588,,0.709,2,0.319,-10.773,1,0.0,0.0339,177.014,4,6jc5gHCmrZW1XLcRM3wFlC,"Hey Man, Nice Shot - Remastered Version",0.305
1956,Darkest Days,Stabbing Westward,216840,0.941,,0.048,6,0.383,-5.796,0,40.0,0.0514,134.918,4,4ibsb2epoSHZzDCeoZEluQ,The Thing I Hate,0.698
1957,Herzeleid,Rammstein,289267,0.755,,0.244,3,0.344,-7.416,1,63.0,0.031,111.984,4,1hNE737dkYD9ZM1J8H9chv,Du riechst so gut,0.813
1958,My Disintegration,Celldweller,380886,0.903,,0.154,8,0.105,-3.02,1,42.0,0.18,184.05,4,1h4QGHo9jTntOiK5A61dzP,My Disintegration,0.395
1959,Demanufacture [Special Edition],Fear Factory,237360,0.943,,0.0317,11,0.366,-5.238,1,52.0,0.0769,112.009,4,5YeQoMo5py82YmqXMTjM5S,Replica,0.72
1960,www.pitchshifter.com,Pitchshifter,246507,0.96,,0.00244,7,0.243,-3.918,1,46.0,0.122,135.797,4,4GtKwWPKlVWrhmCmOGFb51,Genius,0.134
1961,Skills in Pills,Lindemann,255680,0.94,,0.548,11,0.17,-4.86,0,51.0,0.0795,170.014,4,6hvBZMTNAJTCei1BxEATzK,Skills in Pills,0.116
1962,Rebirth,Pain,243400,0.955,,0.000221,0,0.159,-6.336,1,41.0,0.0487,134.987,4,7sOtLB5pwbLOa74X8g8BjK,End Of The Line,0.386
1963,Symbols,KMFDM,367933,0.974,,0.667,11,0.876,-5.31,0,48.0,0.0585,128.019,4,1d3iQh4fTm5D6iRtgrZPZ9,Megalomaniac,0.458
1964,Wahrheit oder Pflicht,OOMPH!,200573,0.937,,0.0,1,0.077,-3.413,0,55.0,0.0357,129.985,4,6gcFq5UOdNa8LzTRd4lldD,Augen auf!,0.628
1965,Killing Joke,Killing Joke,416187,0.939,,0.0075,7,0.106,-6.289,1,43.0,0.0862,100.011,4,2JUo8iX8FC05xd9GEpw9BI,The Death & Resurrection Show,0.346
1966,Terapunk,Dope Stars Inc.,238590,0.994,,6.74e-05,11,0.322,-4.029,0,42.0,0.0523,118.011,4,0VTDOr2TTKXeTAeXTfSLQH,Many Thanks,0.687
1967,Post Self,Godflesh,268500,0.842,,0.743,4,0.271,-7.823,0,37.0,0.0419,143.986,4,3NDXaUSkdIu36ORI7TpB7J,Post Self,0.168
1968,Killer Quinn,SCARLET,179179,0.951,,0.00204,1,0.158,-5.04,1,39.0,0.107,103.004,4,0nuPTlaHKknCMqwkiIgqSf,Killer Quinn,0.334
1969,Eurotrash,Zeromancer,198333,0.851,,0.0137,0,0.393,-5.503,0,42.0,0.045,130.181,4,5hUXk4avvJ7a1vjbsS0Kiq,Dr. Online,0.397
1970,FullBlackHabit,16Volt,187520,0.904,,0.716,7,0.334,-3.686,1,38.0,0.0579,141.949,4,0HzbDl381rdXtSOaJk20eH,Suffering You,0.611
1971,The War Of Art,American Head Charge,252200,0.965,,0.000347,1,0.582,-5.063,1,41.0,0.0734,92.995,4,00YeAWckFwAyrvzvHlYMOk,A Violent Reaction,0.296
1972,Big Sexy Land,Revolting Cocks,294384,0.929,,0.77,3,0.339,-13.082,1,35.0,0.0439,131.711,4,43zzNBaOzTuSraWzROV5AG,Attack Ships on Fire,0.517
1973,KE*A*H** (Psalm 69),Ministry,292587,0.91,,0.597,0,0.79,-5.114,1,55.0,0.0529,125.076,3,0BX3ysoHJvxmLEhPMAfb2z,Jesus Built My Hotrod,0.397
1974,Wisconsin Death Trip,Static-X,154907,0.978,,4.42e-06,0,0.287,-3.965,1,64.0,0.0493,149.887,4,6O7pihLJgeqxUnG7u9oYL2,Push It,0.499
1975,Sex Reflex (Remastered),Bile,292037,0.909,,0.578,5,0.68,-11.786,0,36.0,0.0802,139.915,4,6N09DiGe5l8xB8YfCSn2Gx,In League,0.125
1976,Digimortal,Fear Factory,204853,0.871,,2.01e-05,0,0.11,-3.389,1,59.0,0.0844,111.989,4,4qjvr0qMFUo26SxwC4VygS,Linchpin,0.533
1977,Sehnsucht,Rammstein,201533,0.979,,0.291,9,0.0265,-5.101,0,58.0,0.0913,149.099,4,0HSVba6oa1QdUkco67C3e3,Bück dich,0.653
1978,Götterdämmerung,Megaherz,258107,0.912,,0.00912,11,0.113,-5.229,0,50.0,0.0682,138.02,4,1mTCbTpcM1nKkH0wGf70Zq,Jagdzeit,0.725
1979,Prey & Obey,Pig,286975,0.937,,0.0301,1,0.112,-4.608,1,38.0,0.073,124.056,4,010zNby24HBoMyMZClgViJ,Prey & Obey,0.626
1980,Alive,CueStack,264750,0.953,,0.0221,2,0.279,-6.674,0,38.0,0.0906,80.007,4,1SruLf1FO8Aihdgfhgxyr9,Alive,0.224
1981,Termination Bliss,Deathstars,244167,0.949,,0.000999,8,0.18,-4.433,1,0.0,0.0767,139.978,4,488SDLKT79YUhmwlb8uDSp,Blitzkrieg,0.328
1982,Antichrist Superstar,Marilyn Manson,218827,0.834,,0.456,10,0.0611,-10.068,0,73.0,0.0557,143.973,4,2aIB1CdRRG7YLBu9hNw9nR,The Beautiful People,0.937
1983,Celldweller (Deluxe Edition),Celldweller,302693,0.834,,0.000131,10,0.284,-6.655,1,54.0,0.0412,112.932,4,3lUwCryVobacobYrN5f2Je,Switchback,0.356
1984,Die Hölle muss warten,Eisbrecher,201293,0.914,,0.0189,6,0.196,-4.53,0,58.0,0.0404,148.03,4,7AbeYC9dss7l0YtQz9fWy0,Verrückt,0.624
1985,Paranoid (2009 Remastered Version),Black Sabbath,168440,0.631,,0.00411,4,0.175,-11.514,0,77.0,0.0769,162.734,4,1jzDzZWeSDBg5fhNc3tczV,Paranoid,0.376
1986,Led Zeppelin III (Remaster),Led Zeppelin,146250,0.932,,0.169,11,0.349,-10.068,1,77.0,0.0554,112.937,4,78lgmZwycJ3nzsdgmPPGNx,Immigrant Song - Remaster,0.619
1987,Ace of Spades (Deluxe Edition),Motörhead,166707,0.99,,0.00631,6,0.0924,-4.461,1,0.0,0.204,140.574,4,3AVZaAbDvR6rs2NN4n0aAF,Ace of Spades,0.209
1988,Machine Head (Remastered),Deep Purple,366136,0.909,,0.0336,9,0.125,-7.08,0,68.0,0.0574,173.674,4,3uMmllZo1AfoEnVT4ENCD3,Highway Star - Remastered 2012,0.443
1989,Holy Diver,Dio,340640,0.783,,0.475,10,0.268,-10.671,0,66.0,0.0869,91.976,4,54yLLvpezvPO1lA3GspiZj,Holy Diver,0.124
1990,Long Live Rock N Roll (Deluxe Edition),Rainbow,261733,0.924,,0.0,7,0.122,-7.767,0,54.0,0.0553,142.378,4,2lRhq1ZfHNiaVNHkTWeXUv,Long Live Rock N Roll,0.434
1991,Dressed To Kill,KISS,168840,0.929,,0.0,1,0.0539,-5.906,1,75.0,0.0998,144.774,4,6KTv0Z8BmVqM7DPxbGzpVC,Rock And Roll All Nite,0.902
1992,Highway to Hell,AC/DC,208400,0.913,,0.00158,6,0.156,-4.793,0,84.0,0.133,115.728,4,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,0.423
1993,School's Out,Alice Cooper,210107,0.745,,0.125,5,0.676,-9.138,1,67.0,0.0461,134.364,4,5Z8EDau8uNcP1E8JvmfkZe,School's Out,0.347
1994,British Steel,Judas Priest,153840,0.961,,9.35e-06,2,0.159,-5.664,1,70.0,0.0857,164.019,4,2RaA6kIcvomt77qlIgGhCT,Breaking the Law,0.491
1995,The Number of the Beast (2015 Remaster),Iron Maiden,290587,0.89,,0.107,0,0.0935,-6.839,1,68.0,0.0558,100.409,4,3nlGByvetDcS1uomAoiBmy,The Number of the Beast - 2015 Remaster,0.268
1996,1984 (Remastered),Van Halen,210227,0.978,,4.75e-05,8,0.0744,-5.436,1,75.0,0.109,141.169,4,05RgAMGypEvqhNs5hPCbMS,Panama - 2015 Remaster,0.463
1997,Blackout,Scorpions,238867,0.796,,2.52e-06,9,0.166,-2.851,0,56.0,0.0431,118.146,4,0hLQWHwB6GZlkASpS7DkdW,No One Like You - 2015 Remaster,0.696
1998,Breaking The Chains,Dokken,231693,0.9,,0.0,4,0.277,-4.76,0,56.0,0.0531,125.349,4,2W7CvGjipq3EmHqNGN7lN9,Breaking the Chains,0.458
1999,Denim and Leather (2009 Remastered Version),Saxon,242573,0.797,,2e-06,3,0.0668,-8.824,0,51.0,0.0424,107.249,4,2QpP8SyXrumYR5BlcdJgTV,Princess of the Night - 2009 Remastered Version,0.753
2000,Night Songs,Cinderella,287400,0.445,,0.00284,9,0.163,-13.615,0,61.0,0.0286,67.197,4,01Q4wU19hamqnhNjtuvTyI,Nobody's Fool,0.149
2001,Metal Health,Quiet Riot,290960,0.92,,0.00105,11,0.0823,-5.439,0,70.0,0.12,145.085,4,3vV3cr2TpPqFk07zxYUbla,Cum on Feel the Noize,0.37
2002,Stay Hungry,Twisted Sister,179760,0.911,,0.0123,2,0.355,-2.97,1,70.0,0.0738,106.244,4,70Z9t1qhytWtG4cCmmi7mU,I Wanna Rock,0.671
2003,Shout At The Devil,Mötley Crüe,195853,0.953,,0.00021,0,0.113,-4.615,1,66.0,0.0858,94.443,4,1hqrYSqvNc9x3BETX1cZhk,Shout At The Devil,0.447
2004,High 'N' Dry,Def Leppard,283186,0.915,,0.0022,2,0.342,-7.205,1,50.0,0.0667,138.143,4,1aR6W01r094onPc4O2avEp,Let It Go,0.409
2005,Blizzard of Ozz (Expanded Edition),Ozzy Osbourne,296200,0.905,,0.000569,9,0.26,-4.001,1,59.0,0.115,137.571,4,2b9lp5A6CqSzwOrBfAFhof,Crazy Train,0.474
2006,Open Up And Say...Ahh! (20th Anniversary Edition),Poison,224867,0.974,,0.0,1,0.348,-2.785,1,68.0,0.0828,129.088,4,2V8KvnD5LVeeDChMWEkSzC,Nothin' But A Good Time - Remastered 2006,0.531
2007,Operation: Mindcrime (Remastered / Expanded Edition),Queensrÿche,263560,0.991,,2.06e-05,2,0.429,-2.642,0,37.0,0.0962,117.98,4,3p9GbXMy1f9Efhdfj0QNBG,I Don't Believe In Love - Remastered 2003,0.259
2008,W.A.S.P.,W.A.S.P.,223533,0.825,,0.0,1,0.268,-7.049,0,61.0,0.0466,164.611,4,6w8dBm5KlXxWejYrbGS1EJ,I Wanna Be Somebody,0.516
2009,Balls To The Wall,Accept,342600,0.739,,0.000143,9,0.168,-7.383,1,52.0,0.0517,118.287,4,28sMmBCmfHoy6NjZnovEYG,Balls to the Wall,0.328
2010,Master Of Puppets,Metallica,516293,0.872,,0.573,4,0.0946,-7.658,0,0.0,0.0361,105.102,4,6NwbeybX6TDtXlpXvnUOZC,Master Of Puppets,0.593
2011,Greatest Hits: Back To The Start,Megadeth,246733,0.892,,0.0763,4,0.0696,-5.494,0,45.0,0.0584,139.898,4,4YJZjINIhakR98fnz1Pvup,Symphony Of Destruction,0.469
2012,Appetite For Destruction,Guns N' Roses,272027,0.954,,0.403,8,0.298,-8.069,1,78.0,0.0751,123.453,4,0bVtevEgtDIeRjCJbK3Lmv,Welcome To The Jungle,0.331
2013,Fabulous Disaster,Exodus,290280,0.988,,0.897,11,0.132,-4.922,0,54.0,0.253,91.319,4,5ZOOjqoCaUydmo8bxSdosj,The Toxic Waltz,0.227
2014,Reign In Blood (Expanded),Slayer,255187,0.995,,0.295,1,0.125,-4.394,0,0.0,0.159,88.15,4,4Yx9Tw9dTgQ8eGCq3PRDyn,Raining Blood,0.0374
2015,Extreme II - Pornograffitti,Extreme,263760,0.91,,0.0697,4,0.106,-7.515,1,47.0,0.0489,107.907,4,5nDY2KxY4o4kiBxO1tGDGe,Get The Funk Out,0.813
2016,Kings Of Metal,Manowar,223867,0.881,,2.69e-05,9,0.147,-13.012,1,57.0,0.0357,132.127,4,28TcG73tbc4iGrGBFjiBnR,Kings of Metal,0.699
